End of Period,Loan Number,Region,Country Code,Country,Borrower,Guarantor Country Code,Guarantor,Loan Type,Loan Status,Interest Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IBRD,Due to IBRD,Exchange Adjustment,Borrower's Obligation,Sold 3rd Party,Repaid 3rd Party,Due 3rd Party,Loans Held,First Repayment Date,Last Repayment Date,Agreement Signing Date,Board Approval Date,Effective Date (Most Recent),Closed Date (Most Recent),Last Disbursement Date
06/30/2020,IBRD42920,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.69,,P043420,BR WATER S.MOD.2,150000000.00,125000000.00,0.00,25000000.00,25000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2003,03/15/2013,06/16/1999,03/05/1998,09/16/1999,10/31/2008,03/04/2009
06/30/2020,IBRD42921,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Terminated,0,,P078310,BR-CAIXA Water,75000000.00,75000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2008,09/15/2017,,12/12/2002,12/12/2002,10/31/2007,
06/30/2020,IBRD43100,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.21,,P038895,BR FED.WTR MGT,198000000.00,40000000.00,0.00,158000000.00,158000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2003,05/15/2013,06/03/1998,04/02/1998,07/30/1998,12/31/2006,12/07/2006
06/30/2020,IBRD43110,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0,,P050762,BR-Fundescola I,62500000.00,0.00,0.00,62500000.00,62500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2001,05/15/2013,06/07/1998,04/02/1998,07/30/1998,06/30/2001,07/10/2001
06/30/2020,IBRD43120,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,CPL,Fully Repaid,3.78,,P006559,BR (BF-R)SP.TSP,45000000.00,674.26,0.00,44999325.74,44999325.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/2003,04/15/2013,12/07/1999,04/07/1998,04/04/2000,12/31/2004,04/18/2005
06/30/2020,IBRD43180,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DA FAZENDA,BR,Brazil,SCL,Terminated,0,,P040033,MG STATE PRIV.,170000000.00,170000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2002,09/15/2013,,04/28/1998,04/28/1998,12/31/1999,
06/30/2020,IBRD43690,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.62,,P057910,BR PENSION REFORM LIL,5000000.00,500000.00,0.00,4500000.00,4500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2004,09/15/2013,04/28/1999,06/30/1998,06/22/1999,12/01/2005,03/31/2006
06/30/2020,IBRD43890,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,1.1,,P058129,BR EMER. FIRE PREVENTION (ERL),15000000.00,6067140.75,0.00,8932859.25,8932859.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/2004,11/15/2013,09/30/1999,09/10/1998,02/22/2000,12/31/2004,01/21/2005
06/30/2020,IBRD43920,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.21,,P054120,BR-  AIDS & STD Control II,165000000.00,3500398.90,0.00,161499601.10,161499601.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/01/2004,11/01/2013,12/11/1998,09/15/1998,02/09/1999,06/30/2003,09/17/2003
06/30/2020,IBRD43940,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.21,,P043874,BR-  DISEASE SURVEILLANCE - VIGISUS,100000000.00,45949418.34,0.00,54050581.66,54050581.66,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,05/01/2004,11/01/2013,12/11/1998,09/17/1998,02/17/1999,06/30/2004,03/01/2005
06/30/2020,IBRD44300,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,5.18,,P063351,BR SOCIAL PROTECTION,252520000.00,0.00,0.00,252520000.00,252520000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,08/15/2002,02/15/2004,03/09/1999,01/07/1999,03/09/1999,06/30/1999,03/10/1999
06/30/2020,IBRD44310,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,5.18,,P063340,BR SOC SECURITY REF I,757570000.00,0.00,0.00,757570000.00,757570000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,08/15/2002,02/15/2004,03/09/1999,01/07/1999,03/09/1999,06/30/1999,03/10/1999
06/30/2020,IBRD44800,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Terminated,0,,P055388,ANIMAL&PLANT DIS. CO,44000000.00,44000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2004,05/15/2014,,05/27/1999,05/27/1999,12/31/2003,
06/30/2020,IBRD44870,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.56,,P050763,BR-  Fundescola 2,202030000.00,10860000.00,0.00,191170000.00,191170000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2005,08/15/2014,12/16/1999,06/08/1999,01/11/2000,12/31/2005,02/02/2006
06/30/2020,IBRD44940,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.87,,P048869,BR SALVADOR URBAN TRANS,150000000.00,32000000.00,0.00,118000000.00,118000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2005,09/15/2014,12/03/1999,06/17/1999,02/17/2000,12/31/2007,09/20/2007
06/30/2020,IBRD45140,LATIN AMERICA AND CARIBBEAN,BR,Brazil,ELETROBRAS,BR,Brazil,SCL,Fully Repaid,0.98,,P039200,BR Energy Efficiency (ELETROBRAS),43400000.00,42965980.00,0.00,434020.00,434020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/2005,11/15/2014,12/05/2000,10/05/1999,02/07/2001,12/31/2004,05/14/2003
06/30/2020,IBRD45240,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.56,,P035741,BR NATL ENV 2,15000000.00,6921569.55,0.00,8078430.45,8078430.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2005,09/15/2014,06/28/2000,12/09/1999,07/11/2000,06/30/2006,10/30/2006
06/30/2020,IBRD45310,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DOS RECURSOS HIDRICOS,BR,Brazil,CPL,Fully Repaid,2.53,,P006449,BR CEARA WTR MGT PROGERIRH SIM,136000000.00,0.00,0.00,136000000.00,136000000.00,0.00,-0.02,-0.02,0.00,0.00,0.00,0.00,05/15/2005,11/15/2014,02/10/2000,01/06/2000,05/24/2000,04/30/2009,09/08/2009
06/30/2020,IBRD45320,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.56,,P039199,BR PROSANEAR 2,30300000.00,13622972.67,0.00,16677027.33,16677027.33,0.00,0.01,0.01,0.00,0.00,0.00,0.00,05/15/2005,11/15/2014,09/19/2000,01/06/2000,12/19/2000,12/15/2007,12/23/2009
06/30/2020,IBRD45370,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.56,,P062619,BR INSS REF LIL,5050000.00,188327.69,0.00,4861672.31,4861672.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2005,03/15/2015,05/02/2000,02/07/2000,05/24/2000,12/01/2004,05/09/2005
06/30/2020,IBRD45420,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,6.89,,P064901,Second Social Security Spec. Sec. Adj Ln,505060000.00,0.00,0.00,505060000.00,505060000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2003,01/15/2005,06/12/2000,03/30/2000,06/29/2000,12/31/2000,06/29/2000
06/30/2020,IBRD45430,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,6.89,,P063341,BR ADMIN & FISC REF,505060000.00,0.00,0.00,505060000.00,505060000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2003,01/15/2005,06/30/2000,03/30/2000,06/30/2000,12/31/2000,06/30/2000
06/30/2020,IBRD45540,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BANCO DO NORDESTE DO BRASIL S.A.,BR,Brazil,SCL,Fully Repaid,1.47,,P050776,BR NE Microfinance Development,50000000.00,11510598.87,0.00,38489401.13,38489401.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2006,08/15/2015,08/03/2000,05/30/2000,09/06/2000,03/31/2007,12/20/2006
06/30/2020,IBRD45910,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SEC. DA EDUCA. BASICA DO ESTADO DO CEARA,BR,Brazil,CPL,Fully Repaid,2.96,,P059566,BR- CEARA BASIC EDUCATION,90000000.00,0.00,0.00,90000000.00,90000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,08/15/2006,02/15/2016,08/06/2001,12/20/2000,11/05/2001,06/30/2008,11/11/2008
06/30/2020,IBRD45920,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SEC. DA EDUCACAO E CULTURA-BAHIA,BR,Brazil,CPL,Fully Repaid,4.99,,P059565,BR- BA BASIC EDU PROJECT (PHASE I),69600000.00,2370437.88,0.00,67229562.12,67229562.12,0.00,0.03,0.03,0.00,0.00,0.00,0.00,07/01/2006,01/01/2016,02/12/2001,12/20/2000,04/27/2001,06/30/2003,11/13/2003
06/30/2020,IBRD46040,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.98,,P073294,BR Fiscal & Fin. Mgmt. TAL,8880000.00,915042.89,0.00,7964957.11,7964957.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2007,08/15/2016,12/20/2001,05/24/2001,02/19/2002,12/31/2008,05/04/2009
06/30/2020,IBRD46230,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Bahia,BR,Brazil,SCL,Fully Repaid,1.52,,P057649,BR Bahia Rural Poverty Reduction Project,54350000.00,0.00,0.00,54350000.00,54350000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2006,05/15/2016,10/29/2001,06/26/2001,01/09/2002,06/30/2005,06/30/2005
06/30/2020,IBRD46240,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO PLANEJAMENTO-PIAUI,BR,Brazil,SCL,Fully Repaid,1.63,,P050881,BR BR-PIAUI RURAL POVERTY REDUCTION,22500000.00,0.00,0.00,22500000.00,22500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/15/2007,07/15/2016,03/21/2002,06/26/2001,04/22/2002,01/31/2007,12/29/2006
06/30/2020,IBRD46250,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,SCL,Fully Repaid,1.85,,P050880,BR Pernambuco Rural Poverty Reduction,30100000.00,629577.44,0.00,29470422.56,29470422.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2007,08/15/2016,12/07/2001,06/26/2001,01/25/2002,01/31/2007,02/06/2007
06/30/2020,IBRD46251,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,SCL,Repaying,2.43,,P050880,BR Pernambuco Rural Poverty Reduction,30000000.00,2598517.87,0.00,27401482.13,19409383.14,7992098.99,0.00,7992098.99,0.00,0.00,0.00,7992098.99,02/15/2012,08/15/2023,03/14/2007,10/19/2006,06/12/2007,01/31/2010,04/06/2010
06/30/2020,IBRD46260,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE DESENVOLVIMENTO RURAL,BR,Brazil,SCL,Fully Repaid,1.63,,P050875,BR Ceara Rural Poverty Reduction Project,37500000.00,0.00,0.00,37500000.00,37500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/15/2007,07/15/2016,10/29/2001,06/26/2001,01/29/2002,06/30/2006,07/21/2006
06/30/2020,IBRD46360,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DA FAZENDA-GOIAS,BR,Brazil,SCL,Fully Repaid,1.85,,P055954,BR GOIAS STATE HIGHWAY MANAGEMENT,65000000.00,561894.90,0.00,64438105.10,64438105.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2007,08/15/2016,01/16/2002,08/23/2001,03/26/2002,12/31/2006,06/29/2007
06/30/2020,IBRD46370,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,1.05,,P073192,BR TA Financial Sector,14460000.00,7650140.16,0.00,6809859.84,6809859.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2007,09/15/2016,06/19/2002,09/04/2001,07/23/2002,05/31/2008,05/19/2010
06/30/2020,IBRD46460,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,SCL,Fully Repaid,2.15,,P051696,BR SAO PAULO METRO LINE 4 PROJECT,209000000.00,0.00,0.00,209000000.00,209000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2007,03/15/2017,06/25/2002,01/22/2002,09/05/2002,06/30/2010,11/13/2009
06/30/2020,IBRD46490,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SERGIPE SECRETARIA DE ESTADO DO PLANEJ,BR,Brazil,SCL,Fully Repaid,2.15,,P074085,BR Sergipe Rural Poverty Reduction,20800000.00,0.00,0.00,20800000.00,20800000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2007,03/15/2017,02/21/2002,01/29/2002,04/10/2002,06/30/2006,11/01/2006
06/30/2020,IBRD46600,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Santa Catarina,BR,Brazil,SCL,Fully Repaid,2.23,,P043869,BR SANTA CATARINA NATURAL RESOURC & POV.,62800000.00,0.00,0.00,62800000.00,62800000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/2007,04/15/2017,05/10/2002,04/25/2002,07/18/2002,09/30/2009,04/30/2009
06/30/2020,IBRD46670,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande do Norte,BR,Brazil,SCL,Repaying,1.46,,P066170,BR-RGN Rural Poverty Reduction,22500000.00,179701.07,0.00,22320298.93,22320298.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2007,03/15/2017,07/04/2002,06/27/2002,09/20/2002,12/31/2007,09/17/2010
06/30/2020,IBRD46730,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,3.63,,P074777,BR-Municipal Pension Reform TAL,5000000.00,1555749.21,0.00,3444250.79,3444250.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12/15/2007,06/15/2017,10/16/2003,07/25/2002,11/07/2003,11/30/2009,02/23/2010
06/30/2020,IBRD46900,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,SCL,Fully Repaid,3.23,,P049265,BR-RECIFE URBAN UPGRADING PROJECT,46000000.00,0.00,0.00,46000000.00,46000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/2008,11/15/2017,07/23/2003,04/24/2003,10/09/2003,03/02/2011,06/29/2011
06/30/2020,IBRD47080,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,3.59,,P076977,BR-Energy Sector TA Project,12120000.00,4465003.57,0.00,7654996.43,7654996.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2008,05/15/2018,09/23/2004,06/24/2003,10/29/2004,12/15/2010,01/07/2011
06/30/2020,IBRD47130,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,1.19,,P080400,BR-AIDS & STD Control 3,100000000.00,0.00,0.00,100000000.00,100000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2008,05/15/2018,11/27/2003,06/26/2003,12/12/2003,12/31/2007,06/27/2008
06/30/2020,IBRD47350,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MARANHAO GERENCIA DE ESTADO DE PLANEJ,BR,Brazil,SCL,Repaying,1.41,,P080830,BR Maranhao  Integrated: Rural Dev,30000000.00,11891671.03,0.00,18108328.97,16599301.62,1509027.35,0.00,1509027.35,0.00,0.00,0.00,1509027.35,11/15/2009,05/15/2021,02/15/2006,05/18/2004,02/23/2006,12/31/2008,07/07/2009
06/30/2020,IBRD47540,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PRENA SECRETARIA DA FAZENDA,BR,Brazil,SCL,Repaying,1.41,,P069934,BR-PERNAMBUCO INTEG DEVT: EDUC QUAL IMPR,31500000.00,2049.69,0.00,31497950.31,27613226.16,3884724.15,0.00,3884724.15,0.00,0.00,0.00,3884724.15,05/15/2010,11/15/2021,06/27/2005,10/14/2004,08/01/2005,06/30/2010,12/30/2010
06/30/2020,IBRD70370,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P050772,BR LAND-BASED POVRTY ALLEVIATION I (SIM),202100000.00,59518289.60,0.00,193269183.30,219956279.60,-26687096.31,26687096.32,0.01,0.00,0.00,0.00,-26687096.31,12/15/2013,06/15/2014,07/16/2001,11/30/2000,10/16/2001,12/31/2008,05/07/2009
06/30/2020,IBRD70460,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P060575,BR PRGM.FISCAL REFORM SAL,757580000.00,0.00,0.00,757580000.00,757580000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/01/2006,03/01/2013,06/05/2001,01/18/2001,06/06/2001,03/31/2002,06/06/2001
06/30/2020,IBRD70530,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P070640,BR Prgrm Financial Sector Adj I,404040000.00,0.00,0.00,404040000.00,404040000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2006,01/15/2013,06/22/2001,05/24/2001,06/22/2001,03/31/2002,06/25/2001
06/30/2020,IBRD70830,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P060221,BR FORTALEZA METROPOLITAN TRANSPORT PROJ,85000000.00,62598275.86,0.00,34813784.29,36005483.62,-1191699.33,1191699.32,-0.01,0.00,0.00,0.00,-1191699.33,07/15/2007,07/15/2011,08/01/2002,12/04/2001,09/09/2002,09/30/2010,01/13/2011
06/30/2020,IBRD71050,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P057665,BR-FAMILY HEALTH EXTENSION PROJECT I,68000000.00,90968.56,0.00,67909031.44,67909031.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2007,01/15/2017,09/26/2002,03/14/2002,12/13/2002,06/30/2007,11/07/2007
06/30/2020,IBRD71200,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P076905,Energy Sector Reform Loan,454550000.00,0.00,0.00,454550000.00,454550000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,06/01/2012,06/01/2012,07/23/2002,06/13/2002,07/25/2002,12/31/2002,07/29/2002
06/30/2020,IBRD71210,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P066259,BR Prgrm.Fincl Sctr II,404040000.00,0.00,0.00,404040000.00,404040000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2012,03/15/2012,07/23/2002,06/13/2002,07/25/2002,12/31/2002,07/29/2002
06/30/2020,IBRD71220,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P057653,BR- FUNDESCOLA IIIA,160000000.00,0.00,0.00,233592588.90,259078698.00,-25486109.08,25486109.08,0.00,0.00,0.00,0.00,-25486109.08,12/01/2007,06/01/2014,10/25/2002,06/13/2002,11/27/2002,06/30/2008,10/30/2008
06/30/2020,IBRD71590,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P080746,BR-HD PRGM. SECTOR REFORM LOAN,505050000.00,0.00,0.00,505050000.00,505050000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2011,02/15/2013,03/29/2003,02/25/2003,04/04/2003,12/31/2003,04/04/2003
06/30/2020,IBRD71790,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P070641,BR-PRGM.FISCAL REF II,404040000.00,0.00,0.00,404040000.00,404040000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/01/2009,11/01/2013,08/11/2003,06/12/2003,08/12/2003,12/31/2003,08/13/2003
06/30/2020,IBRD71820,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Fully Repaid,0,,P054119,BR BAHIA DEVT (HEALTH ),30000000.00,0.00,0.00,30000000.00,30000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2008,01/15/2018,08/26/2003,06/12/2003,11/10/2003,08/31/2009,01/19/2010
06/30/2020,IBRD71860,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BAHIA SECRETARIA DE FAZENDA,BR,Brazil,FSL,Fully Repaid,0,,P070827,BR-2nd APL BAHIA DEV. EDUCATION PROJECT,60000000.00,0.00,0.00,60000000.00,60000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2008,05/15/2018,12/15/2003,06/30/2003,01/23/2004,06/30/2007,11/07/2007
06/30/2020,IBRD72080,LATIN AMERICA AND CARIBBEAN,BR,Brazil,TOCANTIN SECRET DO PLANEJA E MEIO AMBIEN,BR,Brazil,FSL,Fully Repaid,0,,P060573,BR Tocantins Sustainable Regional Dev,60000000.00,0.00,0.00,60000000.00,60000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2010,09/15/2018,10/29/2004,12/09/2003,12/20/2004,10/31/2011,12/13/2011
06/30/2020,IBRD72180,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P080827,BR  Loan for Sust. and Equitable Growth,505050000.00,0.00,0.00,516154147.20,605111445.00,-88957297.80,88957297.80,0.00,0.00,0.00,0.00,-88957297.80,04/15/2004,10/15/2017,06/21/2004,02/19/2004,06/21/2004,12/31/2004,06/24/2004
06/30/2020,IBRD72270,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P083013,BR Disease Surveillance & Control APL 2,99500000.00,15858142.73,0.00,83641857.27,83641857.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2009,01/15/2020,11/03/2004,05/18/2004,12/16/2004,12/31/2009,05/02/2011
06/30/2020,IBRD72340,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P087713,BR  Bolsa Familia 1st APL,572200000.00,10524330.95,0.00,561675669.10,561675669.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2009,05/15/2021,05/24/2005,06/17/2004,06/15/2005,12/31/2009,05/07/2010
06/30/2020,IBRD72460,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PREFEITURA MUNICIPAL DE BETIM (MG),BR,Brazil,FSL,Repaying,0,,P082328,BR-Integ.Munic.Proj.-Betim Municipality,24075000.00,26811.98,0.00,24048188.02,20582341.35,3465846.67,0.00,3465846.67,0.00,0.00,0.00,3465846.67,08/15/2008,02/15/2022,01/18/2005,07/01/2004,04/12/2005,06/30/2009,11/06/2009
06/30/2020,IBRD72480,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Espírito Santo,BR,Brazil,FSL,Repaying,0,,P087711,BR Espirito Santo Wtr & Coastal Pollu,36000000.00,0.00,0.00,36000000.00,33026399.78,2973600.22,0.00,2973600.22,0.00,0.00,0.00,2973600.22,11/15/2009,05/15/2021,11/10/2004,07/01/2004,01/11/2005,06/30/2009,10/09/2008
06/30/2020,IBRD72530,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P083533,BR TA-Sustain. & Equit Growth,12120000.00,5920199.26,0.00,6199800.74,6199800.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2009,01/15/2020,10/04/2005,07/08/2004,10/31/2005,12/20/2010,05/12/2011
06/30/2020,IBRD72560,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P080829,BR 1st. PRL for Environmental Sustainab.,502520000.00,0.00,0.00,502520000.00,502520000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2009,05/15/2021,11/03/2004,08/24/2004,11/08/2004,12/31/2004,11/12/2004
06/30/2020,IBRD72650,LATIN AMERICA AND CARIBBEAN,BR,Brazil,AMAPA SCR. DE PLANEJAMENTO ORCAMENTO,BR,Brazil,FSL,Repaying,0,,P076924,BR- Amapa Sustainable Communities,4800000.00,2324308.86,0.00,2475691.14,2475691.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/2012,11/15/2019,06/02/2006,12/07/2004,06/20/2006,12/31/2010,07/08/2011
06/30/2020,IBRD72990,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Repaying,0,,P086525,BR 1st PRGM. FISCAL REF - SOC SEC REFORM,658300000.00,0.00,0.00,658300000.00,549022200.00,109277800.00,0.00,109277800.00,0.00,0.00,0.00,109277800.00,07/15/2010,01/15/2022,04/11/2006,06/02/2005,05/10/2006,06/30/2006,05/12/2006
06/30/2020,IBRD73060,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,FSL,Fully Repaid,0,,P078716,BR(CRL1)Prog Growth for Housing,502520000.00,0.00,0.00,502520000.00,502520000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,06/15/2010,12/15/2021,04/11/2006,06/14/2005,05/09/2006,06/30/2006,05/10/2006
